kind,item,category,class,estimate,se,boundary,lo,hi,segment_label
rho,media,6,5,0.29991040831144344,0.033624665680679545,FALSE,0.2378240433793187,0.3703296925070378,Concentrated High Institutional Trust
rho,media,7,5,0.1377521370057996,0.024694313403543944,FALSE,0.09573606809963237,0.19424688079514926,Concentrated High Institutional Trust
rho,elections,1,1,0.022443552685694892,0.009491091650947388,FALSE,0.009659108642012791,0.05127296775519047,Moderate Institutional Trust
rho,elections,2,1,0.050482666577569134,0.013424098132838,FALSE,0.029640066577966594,0.08470223369443751,Moderate Institutional Trust
rho,elections,3,1,0.21334332941100145,0.028713496536266717,FALSE,0.1619935845911091,0.27561674878403947,Moderate Institutional Trust
rho,elections,4,1,0.3041329856754721,0.026086471512067708,FALSE,0.25509449267921025,0.35806703022072556,Moderate Institutional Trust
rho,elections,5,1,0.2631752646036799,0.02704932549151944,FALSE,0.2132275683588986,0.32006336362435417,Moderate Institutional Trust
rho,elections,6,1,0.12548920599998475,0.018632454625239308,FALSE,0.09300836423164312,0.1672218397361026,Moderate Institutional Trust
rho,elections,7,1,0.020932995046597784,0.008899865705786983,FALSE,0.008971938158137642,0.04806667943261441,Moderate Institutional Trust
rho,elections,1,2,0.6442340050533139,0.04909806999845921,FALSE,0.5423625291612798,0.734528307856749,Generalized Institutional Distrust
rho,elections,2,2,0.15252501741654492,0.0352299023108922,FALSE,0.09497939386698669,0.23585008460614496,Generalized Institutional Distrust
rho,elections,3,2,0.08392979735707648,0.025105787542738817,FALSE,0.045812017853340666,0.14881692772691865,Generalized Institutional Distrust
rho,elections,4,2,0.05081101917255783,0.024430359603642534,FALSE,0.01926645736879009,0.12729902082121652,Generalized Institutional Distrust
rho,elections,5,2,0.04344773415699564,0.021866334151029457,FALSE,0.015781811568765118,0.11399540886727956,Generalized Institutional Distrust
rho,elections,6,2,0.0063465473447112215,0.006474704579997641,FALSE,8.36618807305537e-4,0.04645732264009987,Generalized Institutional Distrust
rho,elections,7,2,0.01870587949880004,0.011821581832114495,FALSE,0.005301089140307774,0.06383196510895386,Generalized Institutional Distrust
rho,elections,1,3,0.10909490679147499,0.027437649005260988,FALSE,0.06545583615054422,0.17633821457669885,Presidential and Military Trust
rho,elections,2,3,0.24068923910337864,0.03157953480367779,FALSE,0.18379277126417212,0.30854090180959964,Presidential and Military Trust
rho,elections,3,3,0.274685846768596,0.0354084510907081,FALSE,0.21037174451254878,0.3499480611806312,Presidential and Military Trust
rho,elections,4,3,0.24057812133894696,0.02506759029703578,FALSE,0.1944986918586428,0.2935953454538749,Presidential and Military Trust
rho,elections,5,3,0.09127022071364728,0.018992335260688095,FALSE,0.06000844474064803,0.13645385557236733,Presidential and Military Trust
rho,elections,6,3,0.0321563117950185,0.013903523861970739,FALSE,0.01353906781374396,0.07444180180247348,Presidential and Military Trust
rho,elections,7,3,0.011525353488937644,0.009414891686265879,FALSE,0.00226694028141199,0.0564564631048115,Presidential and Military Trust
rho,elections,1,4,0.0394496234535023,0.024074516441501114,FALSE,0.011546406573260972,0.12617652888445538,Broad High Institutional Trust
rho,elections,2,4,6.277862182756695e-15,5.83617598518028e-16,TRUE,5.122900112485157e-15,7.432824253028234e-15,Broad High Institutional Trust
rho,elections,3,4,0.014362422878219231,0.014210410010631952,FALSE,0.0019947690166464307,0.09603164044692089,Broad High Institutional Trust
rho,elections,4,4,0.04237849327844929,0.020759438806878958,FALSE,0.01582634620644154,0.1085636984499269,Broad High Institutional Trust
rho,elections,5,4,0.08446139048865602,0.02842396215005577,FALSE,0.042670311381103956,0.1603277327533333,Broad High Institutional Trust
rho,elections,6,4,0.2270900475295001,0.03721319469487166,FALSE,0.16186851372458935,0.3089054883031092,Broad High Institutional Trust
rho,elections,7,4,0.5922580223716668,0.051237188317166865,FALSE,0.4883583186945259,0.6885160434126898,Broad High Institutional Trust
rho,elections,1,5,0.003077641458412193,0.0031438350388414147,FALSE,4.061896160730821e-4,0.022916062088929514,Concentrated High Institutional Trust
rho,elections,2,5,0.0014200527123153345,0.0028270559270924494,FALSE,2.7508213898074357e-5,0.06847960968526272,Concentrated High Institutional Trust
rho,elections,3,5,0.009151232521746783,0.011832385929775023,FALSE,6.97660239174195e-4,0.10887674816931228,Concentrated High Institutional Trust
rho,elections,4,5,0.11792382158631438,0.02527228170341031,FALSE,0.07634666036493576,0.17778504806040732,Concentrated High Institutional Trust
rho,elections,5,5,0.42161658811461117,0.032674297322097604,FALSE,0.3586327976020486,0.48725821838444155,Concentrated High Institutional Trust
rho,elections,6,5,0.390124885505091,0.03369162825303777,FALSE,0.32584929700036125,0.4584570141820705,Concentrated High Institutional Trust
rho,elections,7,5,0.056685778101509154,0.016535712314386258,FALSE,0.031558400191107026,0.09975912801284152,Concentrated High Institutional Trust
